source,destination,delay_value
14,0,75025.99757050278
14,0,31855.044551731262
14,0,3699.9039999999804
14,0,1846.3359999998938
14,0,2464.1919999998063
14,0,4781.151999999769
14,0,1151.2480000001378
14,0,919.5520000001416
14,0,1460.1759999999776
14,0,1382.944000000134
14,0,2078.032000000123
14,0,2078.032000000123
14,0,1846.3360000001267
14,0,1074.0160000002943
14,0,1769.1039999998175
14,0,1537.4080000002868
14,0,996.7839999999851
14,0,1228.480000000447
14,0,1074.0159999998286
13,0,58257.45600000002
16,0,95675.30219478233
16,0,14126.224000000046
16,0,48957.85600000003
16,0,1614.640000000014
16,0,5244.543999999994
16,0,5399.007999999914
16,0,3004.815999999875
16,0,2000.8000000002794
16,0,1614.6400000001304
16,0,1460.1759999999776
16,0,1382.944000000134
16,0,1614.6400000001304
16,0,996.7839999999851
16,0,1846.3360000001267
16,0,1382.944000000134
16,0,1228.4799999999814
16,0,1151.2480000001378
16,0,996.7839999999851
16,0,1382.944000000134
16,0,996.7839999999851
16,0,1382.944000000134
16,0,1228.480000000447
16,0,1228.480000000447
16,0,1228.480000000447
16,0,1305.7120000002906
16,0,1460.1759999999776
16,0,1151.2480000006035
16,0,1382.944000000134
16,0,1460.1759999999776
16,0,2155.264000000432
16,0,1228.480000000447
16,0,1460.1759999999776
16,0,996.7839999999851
16,0,919.5520000001416
16,0,919.5519999992102
16,0,1305.7119999993593
16,0,1074.0159999988973
16,0,1382.944000000134
16,0,2000.7999999988824
16,0,1382.944000000134
16,0,1382.944000000134
16,0,1074.0159999988973
16,0,1460.1759999990463
16,0,1537.4079999998212
16,0,1228.480000000447
16,0,996.7839999999851
21,0,167543.77118231042
21,0,224140.31358789175
21,0,21046.853025360033
21,0,17215.504000000074
21,0,2695.8879999998026
21,0,919.5519999999087
21,0,3004.816000000108
21,0,1460.1759999999776
21,0,919.5520000001416
21,0,1228.4799999999814
21,0,1460.1759999999776
21,0,1812.3492665425874
21,0,1614.6400000001304
21,0,2078.032000000123
21,0,1537.4080000002868
21,0,919.5520000001416
21,0,919.5520000001416
21,0,2000.8000000002794
21,0,1460.1759999999776
21,0,1151.2480000006035
21,0,1923.5679999999702
21,0,1228.480000000447
21,0,919.5520000001416
21,0,1382.944000000134
21,0,1614.6399999996647
21,0,1305.7120000002906
21,0,919.5520000001416
21,0,1074.0159999998286
21,0,919.5520000001416
21,0,1151.2480000006035
21,0,1151.2480000006035
21,0,996.7839999999851
21,0,1228.4799999985844
21,0,996.7839999999851
21,0,996.7839999999851
21,0,1228.480000000447
21,0,1151.2479999996722
21,0,1305.7119999993593
21,0,996.7839999999851
21,0,1923.5679999999702
21,0,919.5519999992102
21,0,919.5519999992102
17,0,136432.0513582798
17,0,12349.888000000152
17,0,3082.0479999999516
17,0,2773.119999999879
17,0,2000.8000000002794
17,0,3468.2080000001006
17,0,1382.944000000134
17,0,2078.032000000123
17,0,1923.5679999999702
17,0,1382.944000000134
17,0,996.7839999999851
17,0,1769.1040000002831
17,0,996.7839999999851
17,0,2000.8000000002794
17,0,1151.2480000001378
17,0,919.5520000001416
17,0,2541.424000000581
17,0,919.5520000001416
17,0,1460.1759999999776
17,0,1228.480000000447
17,0,1305.7120000002906
17,0,1846.3360000001267
17,0,996.7839999999851
17,0,1382.944000000134
17,0,1151.2479999996722
17,0,1382.944000000134
17,0,1537.4079999979585
17,0,1151.2479999996722
17,0,2464.1919999998063
17,0,919.5519999992102
17,0,1382.944000000134
17,0,1305.7119999993593
17,0,1460.1759999990463
19,0,60480.35200000001
19,0,18373.984000000055
19,0,4008.8319999999367
19,0,4703.9199999999255
19,0,1923.5679999999702
19,0,919.5520000001416
19,0,3159.279999999795
19,0,1228.4799999999814
19,0,1228.4799999999814
19,0,1151.2480000001378
19,0,1074.0160000002943
19,0,1228.4799999999814
19,0,996.7839999999851
19,0,996.7839999999851
19,0,1846.3360000001267
19,0,1228.480000000447
19,0,2000.800000000745
19,0,1228.480000000447
19,0,1151.2480000006035
19,0,1305.7120000002906
19,0,1151.2480000006035
19,0,1228.480000000447
19,0,996.7839999999851
19,0,996.7839999999851
19,0,1305.7120000002906
19,0,1460.1759999999776
19,0,1382.944000000134
19,0,919.5520000001416
19,0,1460.1759999999776
19,0,1382.944000000134
19,0,919.5520000001416
19,0,1305.7120000002906
19,0,1305.7120000002906
19,0,996.7839999999851
19,0,1151.2479999996722
19,0,996.7839999999851
19,0,1074.0159999988973
19,0,1305.7119999993593
