source,destination,delay_value
0,1,483430.0132074256
0,1,2927.583999999799
0,1,3004.816000000108
0,1,2850.3519999999553
0,1,1305.7120000002906
0,1,2078.032000000123
0,1,1923.5679999999702
0,1,1769.1040000002831
0,1,1382.944000000134
0,1,1074.0159999998286
0,1,919.5520000001416
0,1,1228.480000000447
0,1,1305.7120000002906
0,1,1228.480000000447
0,1,1382.944000000134
0,1,996.7839999999851
0,1,1460.1759999990463
0,2,483430.0132074256
0,2,2927.583999999799
0,2,3004.816000000108
0,2,2850.3519999999553
0,2,1305.7120000002906
0,2,2078.032000000123
0,2,1923.5679999999702
0,2,1769.1040000002831
0,2,1382.944000000134
0,2,1074.0159999998286
0,2,919.5520000001416
0,2,1228.480000000447
0,2,1305.7120000002906
0,2,1228.480000000447
0,2,1382.944000000134
0,2,996.7839999999851
0,2,1460.1759999990463
0,3,483430.0132074256
0,3,2927.583999999799
0,3,3004.816000000108
0,3,2850.3519999999553
0,3,1305.7120000002906
0,3,2078.032000000123
0,3,1923.5679999999702
0,3,1769.1040000002831
0,3,1382.944000000134
0,3,1074.0159999998286
0,3,919.5520000001416
0,3,1228.480000000447
0,3,1305.7120000002906
0,3,1228.480000000447
0,3,1382.944000000134
0,3,996.7839999999851
0,3,1460.1759999990463
0,4,483430.0132074256
0,4,2927.583999999799
0,4,3004.816000000108
0,4,2850.3519999999553
0,4,1305.7120000002906
0,4,2078.032000000123
0,4,1923.5679999999702
0,4,1769.1040000002831
0,4,1382.944000000134
0,4,1074.0159999998286
0,4,919.5520000001416
0,4,1228.480000000447
0,4,1305.7120000002906
0,4,1228.480000000447
0,4,1382.944000000134
0,4,996.7839999999851
0,4,1460.1759999990463
0,5,483430.0132074256
0,5,2927.583999999799
0,5,3004.816000000108
0,5,2850.3519999999553
0,5,1305.7120000002906
0,5,2078.032000000123
0,5,1923.5679999999702
0,5,1769.1040000002831
0,5,1382.944000000134
0,5,1074.0159999998286
0,5,919.5520000001416
0,5,1228.480000000447
0,5,1305.7120000002906
0,5,1228.480000000447
0,5,1382.944000000134
0,5,996.7839999999851
0,5,1460.1759999990463
0,6,483430.0132074256
0,6,2927.583999999799
0,6,3004.816000000108
0,6,2850.3519999999553
0,6,1305.7120000002906
0,6,2078.032000000123
0,6,1923.5679999999702
0,6,1769.1040000002831
0,6,1382.944000000134
0,6,1074.0159999998286
0,6,919.5520000001416
0,6,1228.480000000447
0,6,1305.7120000002906
0,6,1228.480000000447
0,6,1382.944000000134
0,6,996.7839999999851
0,6,1460.1759999990463
0,8,483430.0132074256
0,8,2927.583999999799
0,8,3004.816000000108
0,8,2850.3519999999553
0,8,1305.7120000002906
0,8,2078.032000000123
0,8,1923.5679999999702
0,8,1769.1040000002831
0,8,1382.944000000134
0,8,1074.0159999998286
0,8,919.5520000001416
0,8,1228.480000000447
0,8,1305.7120000002906
0,8,1228.480000000447
0,8,1382.944000000134
0,8,996.7839999999851
0,8,1460.1759999990463
0,9,483430.0132074256
0,9,2927.583999999799
0,9,3004.816000000108
0,9,2850.3519999999553
0,9,1305.7120000002906
0,9,2078.032000000123
0,9,1923.5679999999702
0,9,1769.1040000002831
0,9,1382.944000000134
0,9,1074.0159999998286
0,9,919.5520000001416
0,9,1228.480000000447
0,9,1305.7120000002906
0,9,1228.480000000447
0,9,1382.944000000134
0,9,996.7839999999851
0,9,1460.1759999990463
0,10,483430.0132074256
0,10,2927.583999999799
0,10,3004.816000000108
0,10,2850.3519999999553
0,10,1305.7120000002906
0,10,2078.032000000123
0,10,1923.5679999999702
0,10,1769.1040000002831
0,10,1382.944000000134
0,10,1074.0159999998286
0,10,919.5520000001416
0,10,1228.480000000447
0,10,1305.7120000002906
0,10,1228.480000000447
0,10,1382.944000000134
0,10,996.7839999999851
0,10,1460.1759999990463
0,11,483430.0132074256
0,11,2927.583999999799
0,11,3004.816000000108
0,11,2850.3519999999553
0,11,1305.7120000002906
0,11,2078.032000000123
0,11,1923.5679999999702
0,11,1769.1040000002831
0,11,1382.944000000134
0,11,1074.0159999998286
0,11,919.5520000001416
0,11,1228.480000000447
0,11,1305.7120000002906
0,11,1228.480000000447
0,11,1382.944000000134
0,11,996.7839999999851
0,11,1460.1759999990463
0,12,483430.0132074256
0,12,2927.583999999799
0,12,3004.816000000108
0,12,2850.3519999999553
0,12,1305.7120000002906
0,12,2078.032000000123
0,12,1923.5679999999702
0,12,1769.1040000002831
0,12,1382.944000000134
0,12,1074.0159999998286
0,12,919.5520000001416
0,12,1228.480000000447
0,12,1305.7120000002906
0,12,1228.480000000447
0,12,1382.944000000134
0,12,996.7839999999851
0,12,1460.1759999990463
0,13,483430.0132074256
0,13,2927.583999999799
0,13,3004.816000000108
0,13,2850.3519999999553
0,13,1305.7120000002906
0,13,2078.032000000123
0,13,1923.5679999999702
0,13,1769.1040000002831
0,13,1382.944000000134
0,13,1074.0159999998286
0,13,919.5520000001416
0,13,1228.480000000447
0,13,1305.7120000002906
0,13,1228.480000000447
0,13,1382.944000000134
0,13,996.7839999999851
0,13,1460.1759999990463
0,14,483430.0132074256
0,14,2927.583999999799
0,14,3004.816000000108
0,14,2850.3519999999553
0,14,1305.7120000002906
0,14,2078.032000000123
0,14,1923.5679999999702
0,14,1769.1040000002831
0,14,1382.944000000134
0,14,1074.0159999998286
0,14,919.5520000001416
0,14,1228.480000000447
0,14,1305.7120000002906
0,14,1228.480000000447
0,14,1382.944000000134
0,14,996.7839999999851
0,14,1460.1759999990463
0,15,483430.0132074256
0,15,2927.583999999799
0,15,3004.816000000108
0,15,2850.3519999999553
0,15,1305.7120000002906
0,15,2078.032000000123
0,15,1923.5679999999702
0,15,1769.1040000002831
0,15,1382.944000000134
0,15,1074.0159999998286
0,15,919.5520000001416
0,15,1228.480000000447
0,15,1305.7120000002906
0,15,1228.480000000447
0,15,1382.944000000134
0,15,996.7839999999851
0,15,1460.1759999990463
0,16,483430.0132074256
0,16,2927.583999999799
0,16,3004.816000000108
0,16,2850.3519999999553
0,16,1305.7120000002906
0,16,2078.032000000123
0,16,1923.5679999999702
0,16,1769.1040000002831
0,16,1382.944000000134
0,16,1074.0159999998286
0,16,919.5520000001416
0,16,1228.480000000447
0,16,1305.7120000002906
0,16,1228.480000000447
0,16,1382.944000000134
0,16,996.7839999999851
0,16,1460.1759999990463
0,17,483430.0132074256
0,17,2927.583999999799
0,17,3004.816000000108
0,17,2850.3519999999553
0,17,1305.7120000002906
0,17,2078.032000000123
0,17,1923.5679999999702
0,17,1769.1040000002831
0,17,1382.944000000134
0,17,1074.0159999998286
0,17,919.5520000001416
0,17,1228.480000000447
0,17,1305.7120000002906
0,17,1228.480000000447
0,17,1382.944000000134
0,17,996.7839999999851
0,17,1460.1759999990463
0,18,483430.0132074256
0,18,2927.583999999799
0,18,3004.816000000108
0,18,2850.3519999999553
0,18,1305.7120000002906
0,18,2078.032000000123
0,18,1923.5679999999702
0,18,1769.1040000002831
0,18,1382.944000000134
0,18,1074.0159999998286
0,18,919.5520000001416
0,18,1228.480000000447
0,18,1305.7120000002906
0,18,1228.480000000447
0,18,1382.944000000134
0,18,996.7839999999851
0,18,1460.1759999990463
0,19,483430.0132074256
0,19,2927.583999999799
0,19,3004.816000000108
0,19,2850.3519999999553
0,19,1305.7120000002906
0,19,2078.032000000123
0,19,1923.5679999999702
0,19,1769.1040000002831
0,19,1382.944000000134
0,19,1074.0159999998286
0,19,919.5520000001416
0,19,1228.480000000447
0,19,1305.7120000002906
0,19,1228.480000000447
0,19,1382.944000000134
0,19,996.7839999999851
0,19,1460.1759999990463
0,20,483430.0132074256
0,20,2927.583999999799
0,20,3004.816000000108
0,20,2850.3519999999553
0,20,1305.7120000002906
0,20,2078.032000000123
0,20,1923.5679999999702
0,20,1769.1040000002831
0,20,1382.944000000134
0,20,1074.0159999998286
0,20,919.5520000001416
0,20,1228.480000000447
0,20,1305.7120000002906
0,20,1228.480000000447
0,20,1382.944000000134
